EGA python client version 3.0.21

Authentication success for user 'mail@gregor-sturm.de'
File ID         Status Bytes        Check sum                            File name
EGAF00001827505      1 141574050    7007f2a558cb05f6b171d760c1e0d84e     EGAR00001629049/CRC/P1212/PD10_ZZM_NTY6-20161212.1.clean.fq.gz.cip
EGAF00001832285      1 185063303    6b8fdbf0226bec8fb28699087af3f3ba     EGAR00001630113/CRC/P1228/PD10_ZZM_NTH216-20161228.1.clean.fq.gz.cip
EGAF00001829159      1 147411242    64a518165d6541b345a448cbcb7d6602     EGAR00001621917/CRC/P0215/PD10_ZZM_NTC87-20170215.1.clean.fq.gz.cip
EGAF00001830751      1 77346200     6aa5c3c79c2c81509a2508287fdd2bb6     EGAR00001625068/CRC/P0825/PD10_ZZM_NTH11-20170825.1.clean.fq.gz.cip
EGAF00002214652      1 62298001     d59defb4ccfce5527d1d9b3067dd184d     EGAR00001808881/CRC/P0309/PD10_ZZM_PP758-20180309.1.clean.fq.gz.cip
EGAF00001827660      1 191488201    02450a89d0b73bc3ae99358d44b3436c     EGAR00001629936/CRC/P1228/PD10_ZZM_NTC288-20161228.2.clean.fq.gz.cip
EGAF00001823745      1 186052732    936cb476a3d093dd1ebcc1343f1350bb     EGAR00001629789/CRC/P1228/PD10_ZZM_NTC119-20161228.1.clean.fq.gz.cip
EGAF00001830696      1 279424700    a9d905ee617d52a4b32ac88b1552b5b6     EGAR00001624815/CRC/P0701/PD10_ZZM_0701-TTR-133.2.clean.fq.gz.cip
EGAF00001831948      1 89977186     3af1c56232af9589eeb50762eeda3b40     EGAR00001625801/CRC/P0825/PD10_ZZM_TTH109-20170825.2.clean.fq.gz.cip
EGAF00002216405      1 59908128     fd680fd4555dd1e47d20599312bcc06c     EGAR00001809153/CRC/P0309/PD10_ZZM_PTR8-20180309.2.clean.fq.gz.cip
EGAF00001834250      1 189497249    0874469c790f8dc8dd51b5ec003dfe06     EGAR00001630615/CRC/P1228/PD10_ZZM_TTC125-20161228.2.clean.fq.gz.cip
EGAF00001827776      1 155003357    ebd311d76a272b969a2719fbbf4fcf3a     EGAR00001630534/CRC/P1228/PD10_ZZM_PTR39-20161228.2.clean.fq.gz.cip
EGAF00001820363      1 128705066    2767ddc0902dbf04969bd9eca8e9efa0     EGAR00001623738/CRC/P0413/PD10_ZZM_PTR65-20170413.1.clean.fq.gz.cip
EGAF00001819259      1 149652405    1f25bea2845af3c3c5a2652ccc00fe81     EGAR00001622033/CRC/P0215/PD10_ZZM_PTC27-20170215.1.clean.fq.gz.cip
EGAF00001818847      1 132156443    8f7a126ceb2ff8516d902343123cc01a     EGAR00001626364/CRC/P0909/PD10_ZZM_NTH25-0909-ZL.1.clean.fq.gz.cip
EGAF00001832834      1 399388855    a492210561672f12268d3981a916f9b3     EGAR00001624849/CRC/P0701/PD10_ZZM_0701-TTR-156.2.clean.fq.gz.cip
EGAF00001833439      1 153721222    d1badd6dd166f1beca2d0ab944e4cbc7     EGAR00001630951/CRC/P1228/PD10_ZZM_TTR69-20161228.1.clean.fq.gz.cip
EGAF00001831957      1 64235937     9c4a24d9cedcac6cd7fc40fd3dae0fff     EGAR00001626030/CRC/P0825/PD10_ZZM_TTR17-20170825.1.clean.fq.gz.cip
EGAF00001818198      1 95297213     d6189b830630bf70ae66f177da4a9756     EGAR00001628304/CRC/P1012/PD10_ZZM_TTY140-20161012.2.clean.fq.gz.cip
EGAF00001825788      1 96544152     22aa1cf197b98322b386aff8f1134a6b     EGAR00001626206/CRC/P0825/PD10_ZZM_TTY77-20170825.2.clean.fq.gz.cip
EGAF00001834580      1 182600988    e0658faf2155fee172f27edb217ca07d     EGAR00001623682/CRC/P0413/PD10_ZZM_PTH85-20170413.2.clean.fq.gz.cip
EGAF00001822009      1 144044270    b583aaa90d1844302f56bbc0638ac271     EGAR00001627372/CRC/P1012/PD10_ZZM_PTC23-20161012.1.clean.fq.gz.cip
EGAF00001823373      1 158442438    f863b8a9202bb91d81efd7480155f42b     EGAR00001627751/CRC/P1012/PD10_ZZM_TTC18-161012-ZL.1.clean.fq.gz.cip
EGAF00001823642      1 141730602    a0925cf5c01ff6ea8224a4f6b0232f34     EGAR00001629032/CRC/P1212/PD10_ZZM_NTH96-20161212.2.clean.fq.gz.cip
EGAF00002213865      1 74740520     55417f6191dcfda3ef3f8d0110bfe4a4     EGAR00001808600/CRC/P0123/PD10_ZZM_TTH149-20180123.2.clean.fq.gz.cip
EGAF00001817589      1 159131028    91ded5acf7cfdf958dbff80dacc28e31     EGAR00001626574/CRC/P0909/PD10_ZZM_PTH93-0909-ZL.1.clean.fq.gz.cip
EGAF00001828495      1 136073316    9820bf02307bc3124ccca492e38797f0     EGAR00001626856/CRC/P0909/PD10_ZZM_TTC90-0909-ZL.1.clean.fq.gz.cip
EGAF00001824099      1 118654874    ac5537675c06d5394681f48e49c58268     EGAR00001623543/CRC/P0413/PD10_ZZM_PTC128-20170413.1.clean.fq.gz.cip
EGAF00001827832      1 221576792    332361b8f834708571ccc1f46131616c     EGAR00001630652/CRC/P1228/PD10_ZZM_TTC176-20161228.2.clean.fq.gz.cip
EGAF00001826636      1 90614076     dbea16de1a7b2b6a2698be877649908a     EGAR00001622596/CRC/P0411/PD10_ZZM_NTC105-20170411.2.clean.fq.gz.cip
EGAF00001833166      1 183021426    4102ed6932c35cea25687c1c648ac0e3     EGAR00001628163/CRC/P1012/PD10_ZZM_TTR167-20161012.2.clean.fq.gz.cip
EGAF00002215138      1 63788728     2bb0f0b6bf9b0b905ca2ffa01d3e9610     EGAR00001808043/CRC/P0123/PD10_ZZM_PP7-191-20180123.1.clean.fq.gz.cip
EGAF00002216604      1 76254512     2c37aca4f4eaaf2c9c7fdc0daee85ccc     EGAR00001808507/CRC/P0123/PD10_ZZM_TTC161-20180123.1.clean.fq.gz.cip
EGAF00001831976      1 80403987     008dacc060008bfa977a1a04776f32ab     EGAR00001626039/CRC/P0825/PD10_ZZM_TTR180-20170825.2.clean.fq.gz.cip
EGAF00001817337      1 55881466     182f13512fe3de36635d561b5b21a1ff     EGAR00001625384/CRC/P0825/PD10_ZZM_PTC80-20170825.1.clean.fq.gz.cip
EGAF00001822078      1 213386329    06424245f2ac004b8b3634fe56bb716e     EGAR00001627483/CRC/P1012/PD10_ZZM_PTH68-20161012.2.clean.fq.gz.cip
EGAF00002214368      1 69537669     c8e4664efaae93b26272f2e19419808d     EGAR00001808869/CRC/P0309/PD10_ZZM_PP738-20180309.1.clean.fq.gz.cip
EGAF00002215385      1 103431175    f397c151c315a22588de2073ba1929b8     EGAR00001807916/CRC/P0123/PD10_ZZM_NTR45-20180123.2.clean.fq.gz.cip
EGAF00001828548      1 152231135    0829e256df395577e57a2098af0d2bad     EGAR00001626942/CRC/P0909/PD10_ZZM_TTH201-160909-ZL.2.clean.fq.gz.cip
EGAF00002215201      1 74528010     0c5207227b2f8408c639e18595032740     EGAR00001808435/CRC/P0123/PD10_ZZM_TP78-20180123.2.clean.fq.gz.cip
EGAF00001824747      1 131393029    4d03bcf0fca80c63bc248efacaf27e8b     EGAR00001628110/CRC/P1012/PD10_ZZM_TTR116-20161012.1.clean.fq.gz.cip
EGAF00002214287      1 53248285     39998a9fab8d71da291599351077b083     EGAR00001808378/CRC/P0123/PD10_ZZM_TP7192-20180123.2.clean.fq.gz.cip
EGAF00001817465      1 140900717    0eda82bd7aab46a96e4b8a8b74c604df     EGAR00001626348/CRC/P0909/PD10_ZZM_NTH181-0909-ZL.1.clean.fq.gz.cip
EGAF00001826726      1 76110614     1cec5cf260b72125a03b3ac4796f49bf     EGAR00001623331/CRC/P0411/PD10_ZZM_TTR78-20170411.2.clean.fq.gz.cip
EGAF00001830741      1 77901933     ba52628f09eabe80db849e7b4c93d554     EGAR00001625063/CRC/P0825/PD10_ZZM_NTH10-20170825.1.clean.fq.gz.cip
EGAF00001824251      1 216579168    eda4a393db371f91ae3c31a1a7a3c7d0     EGAR00001624744/CRC/P0701/PD10_ZZM_0701_TTH-1_33.1.clean.fq.gz.cip
EGAF00001824541      1 151103485    2d0c010d8984f065d0d7d9a4612c3ad6     EGAR00001626764/CRC/P0909/PD10_ZZM_TTC242-160909-ZL.1.clean.fq.gz.cip
EGAF00002215985      1 119352944    17b2673c2bf6758535bff693cc915c9d     EGAR00001808076/CRC/P0123/PD10_ZZM_PTC38-20180123.2.clean.fq.gz.cip
EGAF00001826655      1 79382847     e745f011f59c2156237fa51148855b62     EGAR00001622606/CRC/P0411/PD10_ZZM_NTC115-20170411.1.clean.fq.gz.cip
EGAF00001828147      1 134720376    a0227a92950b0e63c7ad605e2964b867     EGAR00001624072/CRC/P0413/PD10_ZZM_TTR32-20170413.1.clean.fq.gz.cip
EGAF00001828050      1 87750811     20d1f02ca4f655fd0e0ba2ba9e512f64     EGAR00001623348/CRC/P0411/PD10_ZZM_TTR93-20170411.2.clean.fq.gz.cip
EGAF00001821180      1 258679148    c49b50a387db5f99145a5ca0c9bfff2a     EGAR00001628639/CRC/P1212/PD10_ZZM_NTC136-20161212.2.clean.fq.gz.cip
EGAF00001817720      1 178374417    e5254d0b64aa4b2c980b5d70c903aab1     EGAR00001627225/CRC/P0909/PD10_ZZM_TTR78-0909-ZL.2.clean.fq.gz.cip
EGAF00001825964      1 152833484    55758b2198dba4523f390ce2a34456d0     EGAR00001627791/CRC/P1012/PD10_ZZM_TTC225-161012-ZL.2.clean.fq.gz.cip
EGAF00001825411      1 69427061     28a9584cb08ece47f3f21a56d0d39ad6     EGAR00001623319/CRC/P0411/PD10_ZZM_TTR67-20170411.1.clean.fq.gz.cip
EGAF00001823424      1 176300544    60417f7e54c588fd6c8aec82f8d3af99     EGAR00001627866/CRC/P1012/PD10_ZZM_TTC40-161012-ZL.2.clean.fq.gz.cip
EGAF00001831312      1 140227027    4dd33df5aba67a21ae5bbee9739e8426     EGAR00001630226/CRC/P1228/PD10_ZZM_NTR142-20161228.2.clean.fq.gz.cip
EGAF00001824379      1 76673601     4c13fd9f297594246e78f2a1b1796a94     EGAR00001625708/CRC/P0825/PD10_ZZM_TTC189-20170825.1.clean.fq.gz.cip
EGAF00001827370      1 151227089    31307b39d85b85403541aed36114d6e4     EGAR00001628136/CRC/P1012/PD10_ZZM_TTR141-20161012.2.clean.fq.gz.cip
EGAF00001830434      1 116406099    092b5756b808d29b0e4243ccdd730977     EGAR00001622644/CRC/P0411/PD10_ZZM_NTC3-20170411.2.clean.fq.gz.cip
EGAF00001821390      1 143400299    3109f7a5d72a2bba507174c0f6437c9d     EGAR00001622061/CRC/P0215/PD10_ZZM_PTC63-20170215.2.clean.fq.gz.cip
EGAF00001827436      1 211360769    2fa31478ba1ee68ecb5416ad71099566     EGAR00001628704/CRC/P1212/PD10_ZZM_NTC22-20161212.2.clean.fq.gz.cip
EGAF00002215861      1 103708561    d248e65feb8d9c02ce91322f8924c64e     EGAR00001808945/CRC/P0309/PD10_ZZM_PTC43-20180309.2.clean.fq.gz.cip
